,Unnamed: 0,iso,language_name,track,location,year,path,filename,length,program,ID,no_segs,segs,segs_0,segs_1,segs_2,segs_3
62948,63300,fay,"Fars, Southwestern",3,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-03.wav,25.123991,37901,37901_003,True,{2: 1},0,0,1,0
62949,63301,fay,"Fars, Southwestern",4,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-04.wav,45.139592,37901,37901_004,True,{},0,0,0,0
62950,63302,fay,"Fars, Southwestern",5,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-05.wav,28.142585,37901,37901_005,True,{},0,0,0,0
62951,63303,fay,"Fars, Southwestern",6,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-06.wav,39.845442,37901,37901_006,True,{},0,0,0,0
62952,63304,fay,"Fars, Southwestern",7,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-07.wav,28.235465,37901,37901_007,True,{2: 1},0,0,1,0
62953,63305,fay,"Fars, Southwestern",8,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-08.wav,35.294331,37901,37901_008,True,{},0,0,0,0
62954,63306,fay,"Fars, Southwestern",9,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-09.wav,31.114739,37901,37901_009,True,{2: 1},0,0,1,0
62955,63307,fay,"Fars, Southwestern",10,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-10.wav,43.281995,37901,37901_010,True,{},0,0,0,0
62956,63308,fay,"Fars, Southwestern",11,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-11.wav,38.916644,37901,37901_011,True,{2: 2},0,0,2,0
62957,63309,fay,"Fars, Southwestern",12,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-12.wav,48.669025,37901,37901_012,True,{},0,0,0,0
62958,63310,fay,"Fars, Southwestern",13,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-13.wav,36.687528,37901,37901_013,True,{},0,0,0,0
62959,63311,fay,"Fars, Southwestern",14,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-14.wav,32.786576,37901,37901_014,True,{2: 1},0,0,1,0
62960,63312,fay,"Fars, Southwestern",15,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-15.wav,36.408889,37901,37901_015,True,{3: 1},0,0,0,1
62961,63313,fay,"Fars, Southwestern",16,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-16.wav,51.45542,37901,37901_016,True,{},0,0,0,0
62962,63314,fay,"Fars, Southwestern",17,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-17.wav,43.374875,37901,37901_017,True,{},0,0,0,0
62963,63315,fay,"Fars, Southwestern",18,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-18.wav,41.517279,37901,37901_018,True,{2: 1},0,0,1,0
62964,63316,fay,"Fars, Southwestern",19,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-19.wav,37.244807,37901,37901_019,True,{},0,0,0,0
62965,63317,fay,"Fars, Southwestern",20,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-20.wav,52.291338,37901,37901_020,True,{},0,0,0,0
62966,63318,fay,"Fars, Southwestern",21,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-21.wav,39.473923,37901,37901_021,True,{2: 1},0,0,1,0
62967,63319,fay,"Fars, Southwestern",22,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-22.wav,62.322358,37901,37901_022,True,{},0,0,0,0
62968,63320,fay,"Fars, Southwestern",23,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-23.wav,24.798912,37901,37901_023,True,{},0,0,0,0
62969,63321,fay,"Fars, Southwestern",24,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-24.wav,32.507937,37901,37901_024,True,{},0,0,0,0
62970,63322,fay,"Fars, Southwestern",25,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-25.wav,40.495601,37901,37901_025,True,{},0,0,0,0
62971,63323,fay,"Fars, Southwestern",26,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-26.wav,36.501769,37901,37901_026,True,{},0,0,0,0
62972,63324,fay,"Fars, Southwestern",27,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-27.wav,27.028027,37901,37901_027,True,{},0,0,0,0
62973,63325,fay,"Fars, Southwestern",28,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-28.wav,25.72771,37901,37901_028,True,{},0,0,0,0
62974,63326,fay,"Fars, Southwestern",29,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-29.wav,39.195283,37901,37901_029,True,{},0,0,0,0
62975,63327,fay,"Fars, Southwestern",30,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-30.wav,30.74322,37901,37901_030,True,{},0,0,0,0
62976,63328,fay,"Fars, Southwestern",31,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-31.wav,32.693696,37901,37901_031,True,{},0,0,0,0
62977,63329,fay,"Fars, Southwestern",32,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-32.wav,32.972336,37901,37901_032,True,{},0,0,0,0
62978,63330,fay,"Fars, Southwestern",33,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-33.wav,45.97551,37901,37901_033,True,"{2: 1, 3: 1}",0,0,1,1
62979,63331,fay,"Fars, Southwestern",34,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-34.wav,37.894966,37901,37901_034,True,{},0,0,0,0
62980,63332,fay,"Fars, Southwestern",35,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-35.wav,43.096236,37901,37901_035,True,{},0,0,0,0
62981,63333,fay,"Fars, Southwestern",36,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-36.wav,53.127256,37901,37901_036,True,{2: 1},0,0,1,0
62982,63334,fay,"Fars, Southwestern",37,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-37.wav,41.05288,37901,37901_037,True,{},0,0,0,0
62983,63335,fay,"Fars, Southwestern",38,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-38.wav,44.210794,37901,37901_038,True,{},0,0,0,0
62984,63336,fay,"Fars, Southwestern",39,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-39.wav,42.538957,37901,37901_039,True,{},0,0,0,0
62985,63337,fay,"Fars, Southwestern",40,Fars,2007.0,Programs/37/37901/A37901/PM-Copy-0912-Wav/,A37901-40.wav,44.52424,37901,37901_040,True,"{2: 2, 0: 1, 1: 1}",1,1,2,0
63066,63418,goz,Gozarkhani,1,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-01.wav,55.069342,37907,37907_001,True,"{3: 2, 2: 1}",0,0,1,2
63067,63419,goz,Gozarkhani,2,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-02.wav,26.432698,37907,37907_002,True,{},0,0,0,0
63068,63420,goz,Gozarkhani,3,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-03.wav,32.043537,37907,37907_003,True,{},0,0,0,0
63069,63421,goz,Gozarkhani,4,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-04.wav,52.337778,37907,37907_004,True,{2: 1},0,0,1,0
63070,63422,goz,Gozarkhani,5,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-05.wav,36.501769,37907,37907_005,True,{},0,0,0,0
63071,63423,goz,Gozarkhani,6,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-06.wav,51.03746,37907,37907_006,True,{},0,0,0,0
63072,63424,goz,Gozarkhani,7,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-07.wav,31.997098,37907,37907_007,True,{},0,0,0,0
63073,63425,goz,Gozarkhani,8,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-08.wav,45.650431,37907,37907_008,True,{},0,0,0,0
63074,63426,goz,Gozarkhani,9,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-09.wav,35.480091,37907,37907_009,True,{},0,0,0,0
63075,63427,goz,Gozarkhani,10,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-10.wav,45.000272,37907,37907_010,True,{2: 1},0,0,1,0
63076,63428,goz,Gozarkhani,11,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-11.wav,43.096236,37907,37907_011,True,{},0,0,0,0
63077,63429,goz,Gozarkhani,12,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-12.wav,45.743311,37907,37907_012,True,{},0,0,0,0
63078,63430,goz,Gozarkhani,13,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-13.wav,33.250975,37907,37907_013,True,{},0,0,0,0
63079,63431,goz,Gozarkhani,14,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-14.wav,33.436735,37907,37907_014,True,{},0,0,0,0
63080,63432,goz,Gozarkhani,15,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-15.wav,39.566803,37907,37907_015,True,{},0,0,0,0
63081,63433,goz,Gozarkhani,16,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-16.wav,46.486349,37907,37907_016,True,{},0,0,0,0
63082,63434,goz,Gozarkhani,17,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-17.wav,41.424399,37907,37907_017,True,{},0,0,0,0
63083,63435,goz,Gozarkhani,18,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-18.wav,43.281995,37907,37907_018,True,{},0,0,0,0
63084,63436,goz,Gozarkhani,19,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-19.wav,35.340771,37907,37907_019,True,{},0,0,0,0
63085,63437,goz,Gozarkhani,20,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-20.wav,50.797642,37907,37907_020,True,{2: 1},0,0,1,0
63086,63438,goz,Gozarkhani,21,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-21.wav,41.942857,37907,37907_021,True,{},0,0,0,0
63087,63439,goz,Gozarkhani,22,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-22.wav,61.811519,37907,37907_022,True,{},0,0,0,0
63088,63440,goz,Gozarkhani,23,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-23.wav,26.284989,37907,37907_023,True,{2: 1},0,0,1,0
63089,63441,goz,Gozarkhani,24,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-24.wav,35.247891,37907,37907_024,True,{3: 1},0,0,0,1
63090,63442,goz,Gozarkhani,25,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-25.wav,37.291247,37907,37907_025,True,{},0,0,0,0
63091,63443,goz,Gozarkhani,26,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-26.wav,36.316009,37907,37907_026,True,{},0,0,0,0
63092,63444,goz,Gozarkhani,27,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-27.wav,29.489342,37907,37907_027,True,{},0,0,0,0
63093,63445,goz,Gozarkhani,28,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-28.wav,29.210703,37907,37907_028,True,{},0,0,0,0
63094,63446,goz,Gozarkhani,29,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-29.wav,31.486259,37907,37907_029,True,{},0,0,0,0
63095,63447,goz,Gozarkhani,30,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-30.wav,33.483175,37907,37907_030,True,{},0,0,0,0
63096,63448,goz,Gozarkhani,31,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-31.wav,31.021859,37907,37907_031,True,{},0,0,0,0
63097,63449,goz,Gozarkhani,32,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-32.wav,35.61941,37907,37907_032,True,{},0,0,0,0
63098,63450,goz,Gozarkhani,33,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-33.wav,46.625669,37907,37907_033,True,{},0,0,0,0
63099,63451,goz,Gozarkhani,34,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-34.wav,41.1922,37907,37907_034,True,{},0,0,0,0
63100,63452,goz,Gozarkhani,35,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-35.wav,43.514195,37907,37907_035,True,{2: 1},0,0,1,0
63101,63453,goz,Gozarkhani,36,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-36.wav,51.594739,37907,37907_036,True,{3: 1},0,0,0,1
63102,63454,goz,Gozarkhani,37,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-37.wav,47.322268,37907,37907_037,True,{2: 2},0,0,2,0
63103,63455,goz,Gozarkhani,38,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-38.wav,39.613243,37907,37907_038,True,{},0,0,0,0
63104,63456,goz,Gozarkhani,39,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-39.wav,45.013265,37907,37907_039,True,{},0,0,0,0
63105,63457,goz,Gozarkhani,40,Qazvin,2008.0,Programs/37/37907/A37907/PM-Copy-0912-Wav/,A37907-40.wav,33.992608,37907,37907_040,True,"{0: 1, 1: 1, 2: 1}",1,1,1,0
63106,63458,hac,Hawrami,1,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-01.wav,69.102585,37908,37908_001,True,"{3: 5, 2: 1}",0,0,1,5
63107,63459,hac,Hawrami,2,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-02.wav,35.526531,37908,37908_002,True,{3: 1},0,0,0,1
63108,63460,hac,Hawrami,3,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-03.wav,36.01415,37908,37908_003,True,{3: 1},0,0,0,1
63109,63461,hac,Hawrami,4,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-04.wav,66.47873,37908,37908_004,True,{3: 1},0,0,0,1
63110,63462,hac,Hawrami,5,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-05.wav,39.868662,37908,37908_005,True,{3: 1},0,0,0,1
63111,63463,hac,Hawrami,6,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-06.wav,59.652063,37908,37908_006,True,{3: 1},0,0,0,1
63112,63464,hac,Hawrami,7,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-07.wav,40.495601,37908,37908_007,True,{3: 2},0,0,0,2
63113,63465,hac,Hawrami,8,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-08.wav,41.238639,37908,37908_008,True,{3: 1},0,0,0,1
63114,63466,hac,Hawrami,9,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-09.wav,41.517279,37908,37908_009,True,{3: 1},0,0,0,1
63115,63467,hac,Hawrami,10,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-10.wav,52.871837,37908,37908_010,True,{3: 1},0,0,0,1
63116,63468,hac,Hawrami,11,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-11.wav,53.847075,37908,37908_011,True,{3: 1},0,0,0,1
63117,63469,hac,Hawrami,12,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-12.wav,58.073107,37908,37908_012,True,{3: 2},0,0,0,2
63118,63470,hac,Hawrami,13,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-13.wav,41.865578,37908,37908_013,True,{3: 2},0,0,0,2
63119,63471,hac,Hawrami,14,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-14.wav,40.077642,37908,37908_014,True,{3: 1},0,0,0,1
63120,63472,hac,Hawrami,15,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-15.wav,45.511111,37908,37908_015,True,{3: 1},0,0,0,1
63121,63473,hac,Hawrami,16,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-16.wav,55.960091,37908,37908_016,True,{3: 1},0,0,0,1
63122,63474,hac,Hawrami,17,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-17.wav,56.006531,37908,37908_017,True,{3: 1},0,0,0,1
63123,63475,hac,Hawrami,18,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-18.wav,51.33932,37908,37908_018,True,{3: 1},0,0,0,1
63124,63476,hac,Hawrami,19,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-19.wav,44.698413,37908,37908_019,True,{3: 1},0,0,0,1
63125,63477,hac,Hawrami,20,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-20.wav,54.799093,37908,37908_020,True,{3: 1},0,0,0,1
63126,63478,hac,Hawrami,21,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-21.wav,46.463129,37908,37908_021,True,{3: 1},0,0,0,1
63127,63479,hac,Hawrami,22,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-22.wav,80.387483,37908,37908_022,True,{3: 1},0,0,0,1
63128,63480,hac,Hawrami,23,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-23.wav,27.631746,37908,37908_023,True,{3: 1},0,0,0,1
63129,63481,hac,Hawrami,24,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-24.wav,42.422857,37908,37908_024,True,{3: 1},0,0,0,1
63130,63482,hac,Hawrami,25,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-25.wav,45.487891,37908,37908_025,True,{3: 1},0,0,0,1
63131,63483,hac,Hawrami,26,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-26.wav,41.935238,37908,37908_026,True,{},0,0,0,0
63132,63484,hac,Hawrami,27,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-27.wav,34.992472,37908,37908_027,True,{},0,0,0,0
63133,63485,hac,Hawrami,28,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-28.wav,30.92898,37908,37908_028,True,{3: 1},0,0,0,1
63134,63486,hac,Hawrami,29,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-29.wav,39.682902,37908,37908_029,True,{3: 1},0,0,0,1
63135,63487,hac,Hawrami,30,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-30.wav,36.641088,37908,37908_030,True,{3: 1},0,0,0,1
63136,63488,hac,Hawrami,31,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-31.wav,40.70458,37908,37908_031,True,{3: 1},0,0,0,1
63137,63489,hac,Hawrami,32,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-32.wav,39.799002,37908,37908_032,True,{3: 1},0,0,0,1
63138,63490,hac,Hawrami,33,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-33.wav,48.878005,37908,37908_033,True,{3: 2},0,0,0,2
63139,63491,hac,Hawrami,34,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-34.wav,46.463129,37908,37908_034,True,{3: 2},0,0,0,2
63140,63492,hac,Hawrami,35,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-35.wav,51.4322,37908,37908_035,True,{3: 1},0,0,0,1
63141,63493,hac,Hawrami,36,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-36.wav,65.689252,37908,37908_036,True,{3: 1},0,0,0,1
63142,63494,hac,Hawrami,37,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-37.wav,49.203084,37908,37908_037,True,{3: 1},0,0,0,1
63143,63495,hac,Hawrami,38,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-38.wav,47.879546,37908,37908_038,True,{3: 1},0,0,0,1
63144,63496,hac,Hawrami,39,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-39.wav,50.712381,37908,37908_039,True,{3: 1},0,0,0,1
63145,63497,hac,Hawrami,40,Kordestan,2007.0,Programs/37/37908/A37908/PM-Copy-0912-Wav/,A37908-40.wav,47.310635,37908,37908_040,True,"{0: 1, 1: 1, 2: 1}",1,1,1,0
63146,63498,kfm,Khunsari,1,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-01.wav,66.64127,37909,37909_001,True,"{3: 5, 2: 4, 1: 1}",0,1,4,5
63147,63499,kfm,Khunsari,2,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-02.wav,33.390295,37909,37909_002,True,{},0,0,0,0
63148,63500,kfm,Khunsari,3,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-03.wav,32.507937,37909,37909_003,True,{},0,0,0,0
63149,63501,kfm,Khunsari,4,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-04.wav,68.220227,37909,37909_004,True,{3: 1},0,0,0,1
63150,63502,kfm,Khunsari,5,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-05.wav,44.071474,37909,37909_005,True,"{2: 3, 3: 2}",0,0,3,2
63151,63503,kfm,Khunsari,6,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-06.wav,57.724807,37909,37909_006,True,{3: 1},0,0,0,1
63152,63504,kfm,Khunsari,7,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-07.wav,41.656599,37909,37909_007,True,{3: 2},0,0,0,2
63153,63505,kfm,Khunsari,8,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-08.wav,48.343946,37909,37909_008,True,{3: 1},0,0,0,1
63154,63506,kfm,Khunsari,9,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-09.wav,37.244807,37909,37909_009,True,"{2: 2, 3: 2}",0,0,2,2
63155,63507,kfm,Khunsari,10,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-10.wav,60.789841,37909,37909_010,True,{3: 1},0,0,0,1
63156,63508,kfm,Khunsari,11,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-11.wav,56.19229,37909,37909_011,True,{},0,0,0,0
63157,63509,kfm,Khunsari,12,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-12.wav,63.901315,37909,37909_012,True,{3: 2},0,0,0,2
63158,63510,kfm,Khunsari,13,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-13.wav,43.885714,37909,37909_013,True,{3: 2},0,0,0,2
63159,63511,kfm,Khunsari,14,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-14.wav,44.025034,37909,37909_014,True,{},0,0,0,0
63160,63512,kfm,Khunsari,15,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-15.wav,44.768073,37909,37909_015,True,{},0,0,0,0
63161,63513,kfm,Khunsari,16,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-16.wav,74.164535,37909,37909_016,True,{},0,0,0,0
63162,63514,kfm,Khunsari,17,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-17.wav,59.768163,37909,37909_017,True,{3: 1},0,0,0,1
63163,63515,kfm,Khunsari,18,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-18.wav,57.910567,37909,37909_018,True,{3: 1},0,0,0,1
63164,63516,kfm,Khunsari,19,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-19.wav,50.712381,37909,37909_019,True,"{2: 1, 3: 1}",0,0,1,1
63165,63517,kfm,Khunsari,20,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-20.wav,65.991111,37909,37909_020,True,{3: 3},0,0,0,3
63166,63518,kfm,Khunsari,21,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-21.wav,56.28517,37909,37909_021,True,{},0,0,0,0
63167,63519,kfm,Khunsari,22,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-22.wav,82.523719,37909,37909_022,True,{},0,0,0,0
63168,63520,kfm,Khunsari,23,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-23.wav,30.78966,37909,37909_023,True,"{2: 2, 3: 2, 1: 1}",0,1,2,2
63169,63521,kfm,Khunsari,24,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-24.wav,40.495601,37909,37909_024,True,{3: 1},0,0,0,1
63170,63522,kfm,Khunsari,25,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-25.wav,51.734059,37909,37909_025,True,{},0,0,0,0
63171,63523,kfm,Khunsari,26,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-26.wav,46.718549,37909,37909_026,True,{},0,0,0,0
63172,63524,kfm,Khunsari,27,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-27.wav,35.108571,37909,37909_027,True,"{2: 1, 3: 1}",0,0,1,1
63173,63525,kfm,Khunsari,28,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-28.wav,31.997098,37909,37909_028,True,{3: 1},0,0,0,1
63174,63526,kfm,Khunsari,29,Esfahan,2008.0,Programs/37/37909/A37909/PM-Copy-0912-Wav/,A37909-29.wav,45.696871,37909,37909_029,True,{3: 2},0,0,0,2
